crn,mc_bag_ind,mc_dvr_boots_ind,mc_dvr_edc_ind,mc_dvr_eyeprt_ind,mc_dvr_hlmtdot_ind,mc_dvr_hlmton_ind,mc_dvr_hlmt_type,mc_dvr_lngpnts_ind,mc_dvr_lngslv_ind,mc_engine_size,mc_passngr_ind,mc_pas_boots_ind,mc_pas_eyeprt_ind,mc_pas_hlmtdot_ind,mc_pas_hlmton_ind,mc_pas_hlmt_type,mc_pas_lngpnts_ind,mc_pas_lngslv_ind,mc_trail_ind,pc_hdlght_ind,pc_hlmt_ind,pc_passngr_ind,pc_rear_rfltr_ind,unit_num,year_county,county
2017093659,N,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017041211,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017055621,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017070508,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017080573,Y,Y,Y,Y,N,Y,1,Y,Y,600,N,,,,,,,,N,,,,,1,2017-67,
2017068202,N,N,Y,Y,Y,Y,2,Y,N,600,N,,,,,,,,N,,,,,1,2017-67,
2017078719,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017093569,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017111045,,,,,,,,,,,,,,,,,,,,U,N,Y,U,2,2017-67,
2017127342,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,2017-67,
2017055524,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017058387,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017068063,N,Y,Y,Y,N,N,0,Y,N,99999,N,,,,,,,,N,,,,,1,2017-67,
2017128018,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017109783,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017055477,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017055483,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017101863,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017109853,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017041281,U,U,N,N,U,U,1,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017066297,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017070428,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017076334,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017122784,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017043878,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017099434,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2,2017-67,
2017105851,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017041356,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017043866,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017041240,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017086832,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017097816,U,Y,Y,Y,Y,Y,2,Y,Y,650,N,,,,,,,,N,,,,,2,2017-67,
2017078788,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2018020761,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017047545,N,Y,Y,Y,N,N,0,Y,N,650,N,,,,,,,,N,,,,,1,2017-67,
2017058322,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017086302,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017111557,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017019085,,,,,,,,,,,,,,,,,,,,N,N,Y,Y,2,2017-67,
2017076145,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017096441,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017085902,N,N,N,Y,Y,Y,1,Y,N,1000,N,,,,,,,,N,,,,,1,2017-67,
2017086817,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017086217,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017041230,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017067838,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017071793,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017091291,N,Y,Y,N,Y,Y,1,Y,N,750,N,,,,,,,,N,,,,,1,2017-67,
2018005467,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017109766,N,U,N,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,1,2017-67,
2017135084,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017070503,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017058334,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017033142,U,U,Y,Y,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017041373,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017028802,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017127432,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017116098,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1,2017-67,
2017116118,U,U,N,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017116118,U,U,N,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,3,2017-67,
2017105994,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017109919,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017135019,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017013169,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017076345,N,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017076345,N,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,3,2017-67,
2017127543,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2018028954,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017007208,N,N,Y,Y,U,Y,1,Y,Y,487,N,,,,,,,,N,,,,,2,2017-67,
2017130690,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,2,2017-67,
2017115952,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017127523,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017086043,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017109764,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017086633,,,,,,,,,,,,,,,,,,,,N,U,N,Y,2,2017-67,
2017066965,Y,Y,Y,Y,Y,Y,3,Y,Y,1690,N,,,,,,,,N,,,,,1,2017-67,
2017086223,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017086340,N,U,Y,U,U,U,9,N,N,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086636,U,U,N,U,U,N,1,Y,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086636,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017115957,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017067913,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017028850,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017043808,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017133972,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017068048,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017067995,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017076167,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017120522,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052197,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017060649,U,U,N,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017060649,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017019083,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1,2017-67,
2017101811,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017128058,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017120491,,,,,,,,,,,,,,,,,,,,N,N,N,Y,1,2017-67,
2017127400,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017041420,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017058223,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,U,,,,,1,2017-67,
2017058239,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017090870,,,,,,,,,,,,,,,,,,,,U,Y,N,Y,1,2017-67,
2017105961,U,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017041207,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017086057,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017117233,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017055581,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017096533,,,,,,,,,,,,,,,,,,,,N,N,N,N,1,2017-67,
2017070415,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017070969,,,,,,,,,,,,,,,,,,,,N,N,N,U,1,2017-67,
2017086089,N,Y,U,U,U,Y,1,N,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017127907,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2018029792,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017084828,Y,N,Y,Y,U,Y,3,Y,N,1690,N,,,,,,,,N,,,,,2,2017-67,
2017088994,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086051,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017010978,N,U,U,Y,U,U,1,Y,Y,99999,N,,,,,,,,N,,,,,1,2017-67,
2017097986,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017063612,N,N,U,Y,U,Y,1,Y,Y,300,N,,,,,,,,N,,,,,2,2017-67,
2017097617,N,N,Y,Y,Y,Y,1,Y,Y,696,N,,,,,,,,N,,,,,1,2017-67,
2017052300,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017052368,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017055530,N,U,N,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,1,2017-67,
2017076300,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017076308,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017093589,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017067770,U,U,Y,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,2,2017-67,
2017075219,N,N,Y,Y,U,Y,1,Y,N,998,N,,,,,,,,N,,,,,1,2017-67,
2017116211,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1,2017-67,
2017103242,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2,2017-67,
2017021597,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,2017-67,
2017028839,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017127203,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017033089,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017043889,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017052295,N,U,N,N,N,N,0,U,U,99999,Y,U,N,N,N,0,U,U,N,,,,,1,2017-67,
2017106054,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017070461,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017086875,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017114365,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017116110,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017007745,N,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017109835,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017041154,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017052283,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017052460,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017076296,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017086258,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017086127,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017037518,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017041157,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017055601,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2018026738,N,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017088741,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017046977,Y,N,Y,Y,N,N,0,Y,Y,747,N,,,,,,,,N,,,,,1,2017-67,
2017088924,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017107619,Y,N,Y,Y,Y,Y,1,Y,Y,99999,N,,,,,,,,N,,,,,1,2017-67,
2017099184,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,2017-67,
2017130608,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086096,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,1,2017-67,
2017116210,,,,,,,,,,,,,,,,,,,,N,N,N,N,1,2017-67,
2017120424,U,U,N,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017076170,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017093532,U,U,Y,N,U,U,9,U,U,99999,Y,U,N,U,U,9,U,U,N,,,,,1,2017-67,
2017021541,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017093383,,,,,,,,,,,,,,,,,,,,N,Y,N,N,2,2017-67,
2017040552,N,N,N,Y,U,U,1,Y,Y,1124,N,,,,,,,,N,,,,,1,2017-67,
2017035790,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017117239,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017084931,N,Y,Y,N,N,N,0,Y,N,1801,Y,N,N,N,N,0,N,N,N,,,,,1,2017-67,
2017086064,,,,,,,,,,,,,,,,,,,,U,N,Y,U,2,2017-67,
2017019155,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017058328,N,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017086093,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017021514,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017043784,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017058226,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017058234,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017052097,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017011708,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,2017-67,
2017086912,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017091844,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052408,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017105939,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017128103,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017133991,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017060513,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017076275,U,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017076336,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017088759,U,U,Y,Y,U,U,1,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017135080,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017101882,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017041175,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017055630,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017065904,Y,N,Y,Y,Y,N,3,Y,Y,1600,N,,,,,,,,N,,,,,1,2017-67,
2017086128,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017088908,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017070480,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017088936,U,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017120556,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017055462,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017060734,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017088972,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017093562,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,2,2017-67,
2017035593,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017043787,U,U,N,U,U,U,9,U,U,99999,Y,U,U,U,U,9,U,U,N,,,,,1,2017-67,
2017118135,N,N,N,Y,Y,N,1,Y,Y,1400,N,,,,,,,,N,,,,,1,2017-67,
2017088831,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017105865,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052228,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017058265,U,U,N,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017021533,,,,,,,,,,,,,,,,,,,,Y,Y,N,Y,2,2017-67,
2017109971,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017109971,U,U,U,U,U,U,9,U,U,99999,U,,,,,,,,U,,,,,1,2017-67,
2017041328,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1,2017-67,
2017105932,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017086878,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017115963,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017107918,,,,,,,,,,,,,,,,,,,,N,N,N,N,1,2017-67,
2017052407,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017120647,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017109895,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017070439,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2018020752,,,,,,,,,,,,,,,,,,,,U,N,N,U,3,2017-67,
2017101854,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017060703,U,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017060451,U,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017053236,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,2017-67,
2017096433,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017013906,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,2017-67,
2017067848,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017132620,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017033575,U,U,Y,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017091760,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017013991,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017021595,N,U,U,U,U,U,9,U,U,650,N,,,,,,,,N,,,,,2,2017-67,
2017013969,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017033104,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017109831,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017116100,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017067899,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2018029781,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2018020721,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017115992,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017098014,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017105873,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017109941,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017067695,U,U,Y,N,U,U,1,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017033029,,,,,,,,,,,,,,,,,,,,N,N,N,N,2,2017-67,
2017109828,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017091763,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017055357,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,2,2017-67,
2017067758,,,,,,,,,,,,,,,,,,,,N,Y,N,N,1,2017-67,
2017105920,,,,,,,,,,,,,,,,,,,,U,U,N,U,1,2017-67,
2017055487,U,U,U,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017068074,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052275,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017060706,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017060706,U,U,Y,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017078763,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017041347,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017055582,N,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017093230,N,N,Y,Y,Y,Y,1,Y,N,600,N,,,,,,,,N,,,,,1,2017-67,
2017019106,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017097935,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017037491,,,,,,,,,,,,,,,,,,,,N,N,N,U,2,2017-67,
2017052274,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017060666,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2018027482,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017078786,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017078858,U,U,N,N,U,U,9,U,U,99999,Y,U,N,U,U,9,U,U,N,,,,,2,2017-67,
2017091829,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017130723,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,2017-67,
2017122787,,,,,,,,,,,,,,,,,,,,U,Y,N,U,1,2017-67,
2017076146,N,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2018005447,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017116009,N,U,N,U,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017014003,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,1,2017-67,
2017096552,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017088847,,,,,,,,,,,,,,,,,,,,Y,N,N,Y,2,2017-67,
2018027556,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017096240,N,Y,Y,Y,N,N,0,Y,N,1340,N,,,,,,,,N,,,,,1,2017-67,
2017115908,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017115994,U,U,U,U,U,U,9,U,U,99999,Y,U,U,U,U,9,U,U,N,,,,,1,2017-67,
2017109796,,,,,,,,,,,,,,,,,,,,U,N,N,U,1,2017-67,
2017076168,U,U,Y,N,U,U,9,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2018025159,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,U,,,,,1,2017-67,
2017096547,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017116213,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017105975,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017055511,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017055522,U,U,U,Y,U,U,9,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017068180,N,N,Y,Y,N,N,0,Y,Y,1000,N,,,,,,,,N,,,,,2,2017-67,
2017088779,N,N,N,N,N,N,0,N,N,99999,N,,,,,,,,N,,,,,5,2017-67,
2017052140,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017116019,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017013976,U,U,U,U,U,U,9,U,U,99999,N,,,,,,,,U,,,,,1,2017-67,
2017127352,U,U,Y,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017133996,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017067858,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017086156,,,,,,,,,,,,,,,,,,,,N,N,N,Y,2,2017-67,
2017088949,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017052190,N,Y,U,U,U,Y,1,Y,Y,99999,N,,,,,,,,N,,,,,2,2017-67,
2017060563,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
2017060549,U,U,U,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,1,2017-67,
2017109905,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017052382,U,U,N,N,N,N,0,U,U,99999,N,,,,,,,,N,,,,,2,2017-67,
2017122797,,,,,,,,,,,,,,,,,,,,U,Y,N,U,2,2017-67,
2017019039,,,,,,,,,,,,,,,,,,,,U,U,N,U,2,2017-67,
2017060632,,,,,,,,,,,,,,,,,,,,U,N,N,U,2,2017-67,
