crn,rdwy_seq_num,adj_rdwy_seq,county,route,segment,offset,rdwy_orient,lane_count,speed_limit,street_name,road_owner,access_ctrl,year_county
2017035790,5,5,67,2012,40,928,E,1,25,DAUPHIN ST,2,3,2017-67
2017055577,6,5,67,2009,121,3417,W,2,30,HARBISON AV,2,3,2017-67
2017068196,3,3,67,76,3430,278,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017047545,5,5,67,2010,40,0,E,1,25,CECIL B MOORE AV,2,3,2017-67
2017055596,4,4,67,3005,141,1089,S,2,35,BELMONT AV,2,3,2017-67
2017055677,5,5,67,2016,40,1936,W,2,30,ALLEGHENY AV,2,3,2017-67
2017055701,3,3,67,611,100,337,N,3,30,BROAD ST,2,3,2017-67
2017068356,3,3,67,95,221,475,S,3,55,DELAWARE EX,1,1,2017-67
2017046914,3,3,67,95,200,1487,N,3,55,DELAWARE EX,1,1,2017-67
2017055467,3,3,67,3,41,2143,W,2,35,WALNUT ST,2,3,2017-67
2017055538,7,7,67,,,,N,2,25,SCHUYLKILL AV,4,,2017-67
2017055576,5,5,67,,,,W,2,25,FAUNCE ST,4,,2017-67
2017035790,4,4,67,611,71,1724,S,3,30,BROAD ST,2,3,2017-67
2017070104,3,3,67,76,3400,99,E,4,50,SCHUYLKILL EX,1,1,2017-67
2017043780,3,3,67,532,31,1848,S,2,35,BUSTLETON AV,2,3,2017-67
2017055517,4,4,67,1009,121,0,S,2,25,BUSTLETON AV,2,3,2017-67
2017055547,3,3,67,4001,60,2189,N,2,35,HENRY AV,2,3,2017-67
2017055581,4,4,67,1009,101,1992,S,2,25,BUSTLETON AV,2,3,2017-67
2017058238,3,3,67,,,,S,2,25,S 71ST ST,4,,2017-67
2017052180,5,5,67,1004,10,0,N,2,30,ERIE AV,2,3,2017-67
2017057699,4,4,67,1,51,2124,S,2,35,CITY AV,2,3,2017-67
2017058273,3,3,67,4002,40,568,E,2,40,STENTON AV,2,3,2017-67
2017058287,4,3,67,,,,W,2,25,ARCH ST,4,,2017-67
2017058342,3,4,67,,,,W,2,25,YORK ST,4,,2017-67
2017058347,3,3,67,,,,E,2,25,RED LION RD,4,,2017-67
2017051389,4,4,67,2010,41,1508,W,2,25,CECIL B MOORE AV,2,3,2017-67
2017061725,3,3,67,76,3445,6270,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017067679,3,3,67,,,,N,2,25,S 56TH ST,4,,2017-67
2017067698,3,3,67,73,40,1499,E,2,30,COTTMAN AV,2,3,2017-67
2017067792,5,5,67,,,,S,2,25,TWELFTH ST,4,,2017-67
2017067797,8,8,67,3019,11,0,W,2,35,BARTRAM AV,2,3,2017-67
2017067821,3,4,67,,,,W,1,25,MEMPHIS ST,4,,2017-67
2017067831,4,4,67,,,,N,2,25,46TH ST,4,,2017-67
2017067852,4,4,67,611,71,1138,S,3,30,BROAD ST,2,3,2017-67
2017074083,4,3,67,,,,U,2,25,VERNON RD,4,,2017-67
2017067739,4,3,67,,,,E,2,25,DICKS AV,4,,2017-67
2017067740,5,5,67,3005,160,1537,E,2,30,BELMONT AV,2,3,2017-67
2017067740,6,6,67,3005,161,1530,W,2,35,BELMONT AV,2,3,2017-67
2017067752,5,5,67,3019,110,1973,W,2,35,PASSYUNK AV,2,3,2017-67
2017067752,6,6,67,,,,W,2,35,PASSYUNK AV,4,,2017-67
2017045674,4,4,67,1,31,0,S,2,35,CITY AV,2,3,2017-67
2017043890,3,3,67,1009,130,1518,N,2,25,BUSTLETON AV,2,3,2017-67
2017043901,4,3,67,,,,N,1,25,HOWARD ST,4,,2017-67
2017055482,3,3,67,2009,60,830,N,2,30,ARAMINGO AV,2,3,2017-67
2017055506,3,3,67,,,,W,2,25,LINDBERGH BL,4,,2017-67
2017055538,3,3,67,3010,80,1640,E,2,30,MARKET ST,2,3,2017-67
2017055539,4,3,67,,,,W,2,25,LUDLOW ST,4,,2017-67
2017055559,4,4,67,2001,11,600,S,1,30,OREGON AV,2,3,2017-67
2017055635,4,4,67,13,171,863,S,2,30,HUNTING PARK AV,2,3,2017-67
2017055641,4,5,67,,,,W,1,25,MONTGOMERY AV,4,,2017-67
2017055677,4,4,67,611,101,0,S,3,30,BROAD ST,2,3,2017-67
2017055685,3,4,67,,,,S,2,25,3RD ST,4,,2017-67
2017054995,3,4,67,,,,W,1,25,MONTGOMERY AV,4,,2017-67
2017059866,3,3,67,676,15,28,W,2,55,VINE STREET EX,1,1,2017-67
2017058266,4,4,67,2009,90,2311,N,3,30,ARAMINGO AV,2,3,2017-67
2017058282,4,3,67,,,,S,2,25,19TH ST,4,,2017-67
2017058283,3,4,67,,,,N,1,25,18TH ST,4,,2017-67
2017058307,3,3,67,4002,44,431,S,2,40,STENTON AV,2,3,2017-67
2017058312,3,3,67,3017,80,2495,E,2,35,PARKSIDE AV,2,3,2017-67
2017058329,3,4,67,,,,S,2,25,2ND ST,4,,2017-67
2017058332,3,3,67,,,,W,1,25,YORK ST,4,,2017-67
2017058343,4,3,67,,,,E,2,25,OAK LN,4,,2017-67
2017058345,3,4,67,,,,E,2,25,PACKER AV,4,,2017-67
2017058348,3,3,67,4002,60,2009,N,2,35,STENTON AV,2,3,2017-67
2017061711,4,4,67,8057,260,1612,E,1,50,RAMP D RD,2,1,2017-67
2017051967,3,3,67,,,,S,2,25,E SERVICE DR,4,,2017-67
2017058350,3,3,67,,,,N,2,25,LENA ST,4,,2017-67
2017060046,3,3,67,95,235,2598,S,4,55,DELAWARE EX,1,1,2017-67
2017060648,3,4,67,,,,N,2,25,7TH ST,4,,2017-67
2017060682,3,3,67,3,111,447,W,2,25,WALNUT ST,2,3,2017-67
2017060683,3,4,67,,,,W,1,25,SANSOM ST,4,,2017-67
2017060705,4,3,67,,,,W,2,25,HOFFMAN AV,4,,2017-67
2017060710,3,4,67,,,,S,2,25,65TH ST,4,,2017-67
2017046987,3,3,67,95,200,1451,N,3,55,DELAWARE EX,1,1,2017-67
2017055586,4,3,67,,,,N,2,25,62ND ST,4,,2017-67
2017054590,3,3,67,76,3441,1810,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017047545,6,6,67,2010,41,0,W,2,25,CECIL B MOORE AV,2,3,2017-67
2017055686,3,4,67,,,,N,2,25,8TH ST,4,,2017-67
2017058229,3,3,67,,,,W,2,25,PRINCETON AV,4,,2017-67
2017058244,4,4,67,2001,141,706,S,1,30,RICHMOND ST,2,3,2017-67
2017058249,3,4,67,,,,W,1,25,MADISON ST,4,,2017-67
2017055053,3,3,67,676,2,865,E,3,55,VINE STREET EX,1,1,2017-67
2017046977,3,3,67,8003,510,1690,N,2,25,RAMP RD,2,1,2017-67
2017055641,3,3,67,3011,40,1086,N,2,25,TWENTYNINTH ST,2,3,2017-67
2017058228,3,3,67,,,,W,2,25,65TH AV,4,,2017-67
2017058244,5,5,67,2008,70,1573,E,2,25,GIRARD AV,2,3,2017-67
2017058246,3,3,67,,,,N,1,25,N HOBART ST,4,,2017-67
2017058249,4,3,67,,,,S,2,25,KENSINGTON AV,4,,2017-67
2017059271,3,3,67,76,3445,5468,W,2,50,SCHUYLKILL EX,1,1,2017-67
2017055503,3,3,67,3019,10,955,E,2,35,BARTRAM AV,2,3,2017-67
2017055503,4,4,67,3019,11,973,W,2,35,BARTRAM AV,2,3,2017-67
2017055511,3,3,67,3015,30,175,N,2,25,COBBS CREEK PY,2,3,2017-67
2017055528,5,5,67,,,,W,2,25,CALLOWHILL ST,4,,2017-67
2017055536,4,3,67,,,,S,2,25,59TH ST,4,,2017-67
2017055545,3,3,67,1,20,2284,N,2,35,CITY AV,2,3,2017-67
2017068112,3,3,67,676,3,2955,W,3,55,VINE STREET EX,1,1,2017-67
2017068193,3,3,67,76,3431,2026,W,3,50,SCHUYLKILL EX,1,1,2017-67
2017055635,5,5,67,,,,E,4,30,HUNTING PARK AV,4,,2017-67
2017055664,3,3,67,,,,W,2,25,BYBERRY RD,4,,2017-67
2017055686,4,3,67,,,,W,2,15,LYCOMING ST,4,,2017-67
2017055698,3,3,67,,,,N,2,35,LANSDOWNE DR,4,,2017-67
2017068305,3,3,67,95,274,1058,N,4,55,DELAWARE EX,1,1,2017-67
2017055523,4,4,67,232,63,907,S,2,25,OXFORD AV,2,3,2017-67
2017055581,5,5,67,,,,W,2,25,FAUNCE ST,4,,2017-67
2017055583,5,5,67,,,,W,2,25,ROXBOROUGH AV,4,,2017-67
2017066198,4,4,67,1,31,1039,S,2,35,CITY AV,2,3,2017-67
2017068311,3,3,67,95,294,1154,N,4,55,DELAWARE EX,1,1,2017-67
2017054995,4,3,67,,,,N,1,25,13TH ST,4,,2017-67
2017055964,3,3,67,76,3471,1709,W,3,50,SCHUYLKILL EX,1,1,2017-67
2017056579,3,3,67,95,224,2707,N,4,55,DELAWARE EX,1,1,2017-67
2017055528,3,3,67,611,20,666,N,3,30,BROAD ST,2,3,2017-67
2017055531,4,4,67,3005,111,314,S,2,35,BELMONT AV,2,3,2017-67
2017055534,5,5,67,3017,80,2919,N,2,35,PARKSIDE AV,2,3,2017-67
2017055572,3,4,67,,,,N,2,25,THOURON AV,4,,2017-67
2017055576,3,3,67,1005,150,1961,N,2,30,CASTOR AV,2,3,2017-67
2017043878,4,3,67,,,,S,2,25,2ND ST,4,,2017-67
2017043887,3,3,67,13,250,485,N,2,30,FRANKFORD AV,2,3,2017-67
2017043901,3,4,67,,,,E,1,25,THOMPSON ST,4,,2017-67
2017047966,3,3,67,95,285,692,S,4,55,DELAWARE EX,1,1,2017-67
2017055481,4,4,67,2014,61,1516,W,2,25,LEHIGH AV,2,3,2017-67
2017055517,3,3,67,1009,120,0,N,3,25,BUSTLETON AV,2,3,2017-67
2017055517,5,5,67,,,,W,2,25,SOLLY AV,4,,2017-67
2017055520,3,4,67,1002,81,1571,W,2,35,ADAMS AV,2,3,2017-67
2017055540,4,3,67,,,,W,2,25,LANSDOWNE AV,4,,2017-67
2017055572,4,3,67,4021,40,0,W,2,25,WADSWORTH AV,2,3,2017-67
2017055577,3,3,67,1,251,0,S,3,40,ROOSEVELT BL,2,3,2017-67
2017055053,4,4,67,8012,520,475,E,1,65,RAMP D RD,2,1,2017-67
2017046992,3,3,67,95,224,2455,N,4,55,DELAWARE EX,1,1,2017-67
2017055581,3,3,67,1009,100,1998,N,2,25,BUSTLETON AV,2,3,2017-67
2017055583,3,3,67,4001,70,1226,N,2,35,HENRY AV,2,3,2017-67
2017055586,3,4,67,,,,W,2,25,WEBSTER ST,4,,2017-67
2017055596,3,3,67,3005,140,1095,N,2,35,BELMONT AV,2,3,2017-67
2017055618,3,3,67,2014,90,1419,E,2,25,LEHIGH AV,2,3,2017-67
2017055699,4,4,67,,,,W,2,25,FAIRMOUNT AV,4,,2017-67
2017068306,3,3,67,95,171,1339,S,3,55,DELAWARE EX,1,1,2017-67
2017041196,3,3,67,3018,50,1613,E,2,45,HAVERFORD AV,2,3,2017-67
2017041196,4,4,67,,,,E,2,25,WESTMINSTER AV,4,,2017-67
2017055509,3,3,67,3015,20,210,E,2,25,COBBS CREEK PY,2,3,2017-67
2017055521,3,3,67,232,22,2124,N,2,25,OXFORD AV,2,3,2017-67
2017055537,3,3,67,3,41,1236,W,2,35,WALNUT ST,2,3,2017-67
2017055538,5,5,67,3039,10,1155,N,2,25,SCHUYLKILL AV,2,3,2017-67
2017055539,3,4,67,,,,S,2,25,39TH ST,4,,2017-67
2017055577,5,4,67,2009,120,3419,E,2,30,HARBISON AV,2,3,2017-67
2017055579,4,4,67,,,,S,2,25,MAIN ST,4,,2017-67
2017066198,5,5,67,3015,130,2013,S,2,25,SIXTYTHIRD ST,2,3,2017-67
2017055596,5,5,67,,,,W,2,25,WYNNEFIELD AV,4,,2017-67
2017055610,3,3,67,,,,W,1,25,COURTLAND ST,4,,2017-67
2017055623,4,3,67,,,,W,2,25,ALLEGHENY AV,4,,2017-67
2017068314,3,3,67,76,3435,1937,W,3,50,SCHUYLKILL EX,1,1,2017-67
2017058236,3,4,67,,,,N,2,25,16TH ST,4,,2017-67
2017046976,3,3,67,76,3430,298,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017055589,3,4,67,,,,W,2,,SANSOM ST,4,,2017-67
2017055589,4,3,67,,,,N,2,,54TH ST,4,,2017-67
2017055635,3,3,67,13,170,881,N,2,30,HUNTING PARK AV,2,3,2017-67
2017055635,6,6,67,,,,N,1,25,FIFTEENTH ST,4,,2017-67
2017055641,5,4,67,,,,E,2,25,GLENWOOD AV,4,,2017-67
2017055679,3,3,67,13,161,762,S,2,30,HUNTING PARK AV,2,3,2017-67
2017055697,3,3,67,2014,30,2333,W,2,30,LEHIGH AV,2,3,2017-67
2017054093,3,3,67,76,3431,1003,W,3,50,SCHUYLKILL EX,1,1,2017-67
2017052746,3,3,67,76,3464,73,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017070099,3,3,67,95,261,1475,S,4,55,DELAWARE EX,1,1,2017-67
2017043895,4,3,67,,,,S,1,25,DARRAH ST,4,,2017-67
2017055481,5,5,67,,,,S,2,25,2ND ST,4,,2017-67
2017066092,3,3,67,95,314,37,N,3,55,DELAWARE EX,1,1,2017-67
2017055542,3,3,67,,,,W,2,25,ARCH ST,4,,2017-67
2017055557,3,4,67,,,,W,2,25,VINE ST,4,,2017-67
2017068190,3,3,67,76,3424,2238,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017046988,3,3,67,76,3400,1915,E,4,50,SCHUYLKILL EX,1,1,2017-67
2017055653,3,3,67,1013,100,2092,N,1,35,ACADEMY RD,2,3,2017-67
2017055685,4,3,67,,,,W,2,25,SEDGLEY AV,4,,2017-67
2017059705,3,3,67,95,244,227,N,4,55,DELAWARE EX,1,1,2017-67
2017057625,3,3,67,,,,E,1,20,WALT WHITMAN RAMP RD,4,,2017-67
2017058258,3,3,67,1024,10,395,E,2,25,ROBBINS ST,2,3,2017-67
2017057699,6,6,67,,,,W,2,35,BRYN MAWR AV,4,,2017-67
2017058282,3,4,67,,,,W,2,25,RITNER ST,4,,2017-67
2017058283,4,3,67,,,,W,1,25,MCKEAN ST,4,,2017-67
2017058328,3,4,67,,,,W,1,25,CAYUGA ST,4,,2017-67
2017058331,4,3,67,,,,N,1,25,3RD ST,4,,2017-67
2017058333,4,3,67,,,,S,2,25,2ND ST,4,,2017-67
2017061139,3,3,67,,,,S,1,25,S 8TH ST,4,,2017-67
2017061192,4,4,67,8018,10,0,N,2,,RAMP RD,2,1,2017-67
2017061711,3,3,67,676,2,1873,E,3,55,VINE STREET EX,1,1,2017-67
2017061728,3,3,67,8003,500,0,S,1,,RAMP RD,2,1,2017-67
2017058349,4,3,67,,,,E,2,25,SPRINGFIELD AV,4,,2017-67
2017060649,3,3,67,,,,E,2,25,RACE ST,4,,2017-67
2017060658,4,4,67,2007,131,1512,S,1,25,FRANKFORD AV,2,3,2017-67
2017060659,3,3,67,,,,S,3,25,EIGHTH ST,4,,2017-67
2017060734,3,3,67,1007,51,1660,S,2,35,TACONY ST,2,3,2017-67
2017058363,3,3,67,,,,N,2,25,E WISTER ST,4,,2017-67
2017058368,3,4,67,,,,W,1,25,LOMBARD ST,4,,2017-67
2017058368,4,3,67,,,,N,1,25,TANEY ST,4,,2017-67
2017060770,3,3,67,,,,S,2,25,LEONARD ST,4,,2017-67
2017052305,5,5,67,,,,N,4,35,BLUE GRASS RD,4,,2017-67
2017055583,4,4,67,4001,71,1222,S,2,35,HENRY AV,2,3,2017-67
2017066198,3,3,67,1,30,1039,N,2,35,CITY AV,2,3,2017-67
2017054612,3,3,67,76,3420,801,E,3,50,SCHUYLKILL EX,1,1,2017-67
2017055605,3,3,67,4004,80,144,E,2,25,OLNEY AV,2,3,2017-67
2017055621,3,3,67,4001,70,439,N,2,35,HENRY AV,2,3,2017-67
2017058237,3,3,67,,,,N,2,25,S 56TH ST,4,,2017-67
2017058244,3,3,67,2001,140,702,N,1,30,RICHMOND ST,2,3,2017-67
2017058245,4,3,67,,,,E,2,25,GIRARD AV,4,,2017-67
2017058260,3,4,67,,,,S,2,25,54TH ST,4,,2017-67
2017058261,4,3,67,,,,E,1,25,THOMPSON ST,4,,2017-67
2017058265,4,4,67,2009,71,962,S,2,30,ARAMINGO AV,2,3,2017-67
2017058217,3,3,67,3018,20,1446,W,2,45,HAVERFORD AV,2,3,2017-67
2017058250,3,3,67,1004,80,99,W,2,30,TORRESDALE AV,2,3,2017-67
2017058257,3,3,67,1,190,0,N,3,40,ROOSEVELT BL,2,3,2017-67
2017058268,3,3,67,3018,70,633,W,2,30,HAVERFORD AV,2,3,2017-67
2017058296,3,3,67,611,170,216,N,2,30,BROAD ST,2,3,2017-67
2017058300,3,3,67,3007,140,705,N,2,35,KELLY DR,2,3,2017-67
2017058346,3,3,67,2001,30,475,E,2,30,OREGON AV,2,3,2017-67
2017061718,3,3,67,676,2,946,E,3,55,VINE STREET EX,1,1,2017-67
2017061728,5,4,67,,,,S,99,30,FRONT ST,4,,2017-67
2017058262,5,4,67,,,,E,2,25,SMEDLEY ST,4,,2017-67
2017058428,3,3,67,676,5,923,W,3,55,VINE STREET EX,1,1,2017-67
2017060652,3,3,67,,,,S,3,25,EIGHTH ST,4,,2017-67
2017060658,5,5,67,,,,E,2,25,PRATT ST,4,,2017-67
2017060699,4,4,67,,,,N,2,25,THOMAS AV,4,,2017-67
2017060704,3,3,67,3021,10,3252,N,2,25,ELMWOOD AV,2,3,2017-67
2017060730,3,4,67,,,,S,1,25,15TH ST,4,,2017-67
2017060739,3,3,67,,,,N,2,25,AMBER ST,4,,2017-67
2017058378,5,4,67,,,,N,2,25,LIMEKILN PK,4,,2017-67
2017058384,4,3,67,,,,W,2,25,VINE ST,4,,2017-67
2017058385,4,4,67,,,,S,2,25,55TH ST,4,,2017-67
2017058387,5,5,67,3039,11,615,S,1,25,SCHUYLKILL AV,2,3,2017-67
2017053236,4,4,67,3010,54,1873,E,4,30,MARKET ST,2,3,2017-67
2017060454,5,5,67,,,,W,2,25,WESTMINSTER AV,4,,2017-67
2017060496,5,5,67,,,,E,2,25,DIAMOND ST,4,,2017-67
2017052087,5,5,67,,,,W,2,25,WARDEN DR,4,,2017-67
2017052312,3,4,67,,,,N,2,25,WYOMING AV,4,,2017-67
2017052316,3,4,67,,,,E,1,20,DIAMOND ST,4,,2017-67
2017052318,5,5,67,,,,E,2,25,THOMPSON ST,4,,2017-67
2017041238,3,3,67,3007,124,2281,N,2,35,KELLY DR,2,3,2017-67
2017041239,4,3,67,,,,E,1,25,ABBOTTSFORD AV,4,,2017-67
2017041241,4,5,67,,,,S,2,25,56TH ST,4,,2017-67
2017041268,3,4,67,,,,S,1,25,JUDSON ST,4,,2017-67
2017041270,4,4,67,,,,N,1,25,LAWRENCE ST,4,,2017-67
2017041273,3,4,67,,,,S,1,25,COLLINS ST,4,,2017-67
2017041276,3,4,67,,,,E,1,25,INDIANA ST,4,,2017-67
2017052472,3,4,67,,,,N,2,25,7TH ST,4,,2017-67
2017052479,4,3,67,,,,S,2,25,LANGDON ST,4,,2017-67
2017059244,6,6,67,3010,55,0,W,2,25,MARKET ST,2,3,2017-67
2017052095,3,3,67,13,280,0,N,2,30,FRANKFORD AV,2,3,2017-67
2017052121,4,3,67,,,,E,2,25,RED LION RD,4,,2017-67
2017054868,3,3,67,95,234,1817,N,4,55,DELAWARE EX,1,1,2017-67
2017038290,3,3,67,4002,20,1892,N,2,40,STENTON AV,2,3,2017-67
2017043878,3,4,67,,,,W,2,25,BERKS ST,4,,2017-67
2017055530,4,3,67,3,41,0,W,2,35,WALNUT ST,2,3,2017-67
2017055531,5,5,67,,,,W,2,25,WESTMINSTER AV,4,,2017-67
2017055576,4,4,67,1005,151,1960,S,2,30,CASTOR AV,2,3,2017-67
2017046969,3,3,67,76,3431,2551,W,3,50,SCHUYLKILL EX,1,1,2017-67
2017055579,3,3,67,3009,100,610,S,2,35,RIDGE AV,2,3,2017-67
2017047545,3,3,67,611,60,0,N,3,30,BROAD ST,2,3,2017-67
2017055699,3,3,67,3005,90,1548,N,2,25,LANCASTER AV,2,3,2017-67
2017058225,3,3,67,,,,S,1,25,S 10TH ST,4,,2017-67
2017058236,4,3,67,,,,E,1,25,WOOD ST,4,,2017-67
2017052180,4,4,67,13,151,2419,S,2,30,HUNTING PARK AV,2,3,2017-67
2017058264,4,4,67,1007,51,0,S,2,35,TACONY ST,2,3,2017-67
2017058266,5,5,67,2009,91,2309,S,3,30,ARAMINGO AV,2,3,2017-67
2017058273,5,5,67,,,,S,2,25,CRESHEIM VALLEY DR,4,,2017-67
2017058306,3,3,67,4002,100,1254,E,2,35,STENTON AV,2,3,2017-67
2017058310,3,3,67,6001,270,2563,N,3,45,ROOSEVELT BL,2,3,2017-67
2017058318,3,4,67,,,,E,2,25,WYNNEFIELD AV,4,,2017-67
2017058331,3,4,67,,,,W,1,25,GEORGE ST,4,,2017-67
2017058345,4,3,67,,,,S,2,25,7TH ST,4,,2017-67
2017061192,3,3,67,76,3454,132,E,2,50,SCHUYLKILL EX,1,1,2017-67
2017051389,3,3,67,2010,40,1509,E,1,25,CECIL B MOORE AV,2,3,2017-67
2017061710,3,3,67,676,10,2106,E,2,55,VINE STREET EX,1,1,2017-67
2017061713,3,3,67,76,3425,176,W,3,50,SCHUYLKILL EX,1,1,2017-67
2017061759,3,3,67,95,170,1485,N,3,55,DELAWARE EX,1,1,2017-67
2017061973,4,4,67,8017,250,2672,S,1,,RAMP D RD,2,1,2017-67
2017053236,3,3,67,3005,61,0,S,2,25,THIRTYFOURTH ST,2,3,2017-67
2017060447,3,3,67,611,120,1699,N,2,30,BROAD ST,2,3,2017-67
2017060496,4,4,67,611,71,549,S,3,30,BROAD ST,2,3,2017-67
2017060550,3,3,67,,,,E,1,25,OGDEN ST,4,,2017-67
2017052088,4,4,67,2001,11,1947,S,1,30,OREGON AV,2,3,2017-67
2017052090,4,4,67,,,,N,2,20,25TH ST,4,,2017-67
2017052091,4,4,67,4019,40,734,E,2,25,WASHINGTON LN,2,3,2017-67
2017052308,4,3,67,1018,30,107,E,2,30,GRANT AV,2,3,2017-67
2017052314,5,5,67,2014,40,926,W,2,30,LEHIGH AV,2,3,2017-67
2017052325,3,3,67,1,91,175,S,3,50,ROOSEVELT BOULEVARD EX,2,1,2017-67
2017052332,3,4,67,,,,W,2,25,WINGOHOCKING ST,4,,2017-67
2017052342,3,3,67,1004,50,610,W,2,30,ERIE AV,2,3,2017-67
2017052345,3,3,67,,,,N,2,25,OGONTZ AV,4,,2017-67
2017052419,3,3,67,611,150,564,N,2,30,BROAD ST,2,3,2017-67
2017052419,5,5,67,,,,W,2,30,SOMERVILLE AV,4,,2017-67
2017041237,4,4,67,13,141,812,S,2,30,HUNTING PARK AV,2,3,2017-67
2017041239,3,4,67,,,,N,2,35,FOX ST,4,,2017-67
2017041244,3,4,67,,,,E,2,25,JOHNSON ST,4,,2017-67
2017041258,4,4,67,,,,S,2,25,MASCHER ST,4,,2017-67
2017041260,4,3,67,,,,N,2,25,5TH ST,4,,2017-67
2017041273,4,3,67,,,,W,2,25,WESTMORELAND ST,4,,2017-67
2017041274,3,3,67,13,280,2013,N,2,30,FRANKFORD AV,2,3,2017-67
2017052455,5,5,67,,,,E,2,25,TIOGA ST,4,,2017-67
2017052472,4,3,67,,,,E,2,25,MIFFLIN ST,4,,2017-67
2017059414,5,5,67,,,,N,1,25,13TH ST,4,,2017-67
2017053291,3,3,67,95,301,597,S,4,55,DELAWARE EX,1,1,2017-67
2017052103,3,3,67,,,,E,2,25,GREENWAY AV,4,,2017-67
2017052152,5,3,67,611,20,104,N,3,30,BROAD ST,2,3,2017-67
2017052153,4,4,67,2001,111,1837,S,3,30,CHRISTOPHER COLUMBUS BL,2,3,2017-67
2017052158,3,4,67,,,,W,1,25,THOMPSON ST,4,,2017-67
2017052428,3,3,67,2014,20,1770,E,2,30,LEHIGH AV,2,3,2017-67
2017060002,3,3,67,1,51,987,S,2,35,CITY AV,2,3,2017-67
2017052733,3,3,67,76,3444,4933,E,2,50,SCHUYLKILL EX,1,1,2017-67
2017052921,3,3,67,8023,10,972,W,2,25,RAMP RD,2,1,2017-67
2017058264,3,3,67,1007,50,0,N,2,35,TACONY ST,2,3,2017-67
2017058268,4,4,67,,,,N,2,25,51ST ST,4,,2017-67
2017058273,4,4,67,4002,41,571,W,1,40,STENTON AV,2,3,2017-67
2017058293,4,5,67,,,,N,2,25,MONUMENT RD,4,,2017-67
2017058311,3,3,67,1,200,0,N,3,40,ROOSEVELT BL,2,3,2017-67
2017058242,3,3,67,,,,W,2,25,RACE ST,4,,2017-67
2017058353,3,3,67,,,,E,1,25,HAINES ST,4,,2017-67
2017060682,4,4,67,,,,S,2,25,15TH ST,4,,2017-67
2017060683,4,3,67,,,,N,2,25,16TH ST,4,,2017-67
2017058377,3,3,67,,,,N,2,25,CALVERT ST,4,,2017-67
2017058382,3,4,67,,,,S,1,25,16TH ST,4,,2017-67
2017061964,3,3,67,95,254,453,N,5,55,DELAWARE EX,1,1,2017-67
2017061973,3,3,67,95,255,2042,S,5,55,DELAWARE EX,1,1,2017-67
2017056450,3,3,67,,,,W,2,25,CECIL B MOORE AV,4,,2017-67
2017058252,3,4,67,,,,W,1,25,BUTLER ST,4,,2017-67
2017058255,3,3,67,4005,10,489,N,2,25,GERMANTOWN AV,2,3,2017-67
2017058261,3,4,67,,,,S,2,25,2ND ST,4,,2017-67
2017057699,3,3,67,1,50,2121,N,2,35,CITY AV,2,3,2017-67
2017058266,3,3,67,1004,120,0,N,2,30,TORRESDALE AV,2,3,2017-67
2017058308,3,3,67,,,,W,1,25,PENSDALE ST,4,,2017-67
2017058221,3,4,67,,,,S,2,25,PULASKI AV,4,,2017-67
2017058352,3,4,67,,,,N,2,25,LINCOLN DR,4,,2017-67
2017060663,3,3,67,4001,71,94,S,2,35,HENRY AV,2,3,2017-67
2017060692,3,3,67,,,,W,2,,AVON ST,4,,2017-67
2017060740,5,5,67,1020,30,0,W,2,35,PHILMONT AV,2,3,2017-67
2017058370,4,4,67,291,181,1678,S,2,25,BROAD ST,2,3,2017-67
2017058370,5,5,67,,,,W,1,25,SANSOM ST,4,,2017-67
2017058372,3,3,67,2008,10,354,W,2,25,POPLAR ST,2,3,2017-67
2017058375,3,3,67,3009,160,2058,S,2,25,RIDGE AV,2,3,2017-67
2017058386,3,3,67,3,90,1696,E,3,35,CHESTNUT ST,2,3,2017-67
2017060753,3,3,67,,,,N,1,25,S 26TH ST,4,,2017-67
2017060765,3,3,67,8003,,,W,2,25,TO 8003/0510 RD,2,,2017-67
2017053236,6,6,67,,,,S,2,25,34TH ST,4,,2017-67
2017058224,3,3,67,4021,30,0,W,2,25,EASTON RD,2,3,2017-67
2017052180,3,3,67,13,150,2423,N,2,30,HUNTING PARK AV,2,3,2017-67
2017052733,4,4,67,8016,750,765,E,1,50,RAMP RD,2,1,2017-67
2017058256,3,3,67,13,180,599,N,2,40,ROOSEVELT BL,2,3,2017-67
2017058257,4,4,67,,,,N,2,25,C ST,4,,2017-67
2017058260,4,3,67,,,,S,2,25,POPLAR ST,4,,2017-67
2017058265,5,5,67,8017,500,3595,W,1,,RAMP F RD,2,1,2017-67
2017058297,3,4,67,,,,S,2,25,MCKEAN AV,4,,2017-67
2017058310,4,4,67,,,,W,2,25,REVERE ST,4,,2017-67
2017058330,3,3,67,1,140,1465,N,2,50,ROOSEVELT BOULEVARD EX,2,1,2017-67
2017058343,3,4,67,,,,N,2,25,13TH ST,4,,2017-67
2017058344,3,3,67,,,,W,1,25,ELLSWORTH ST,4,,2017-67
2017061153,4,3,67,,,,W,2,25,MANHEIM ST,4,,2017-67
2017061706,3,3,67,76,3434,2401,E,3,50,SCHUYLKILL EX,1,1,2017-67
